date,day_t2m,day_utci,night_t2m,night_utci
1986-01-01,10.16,20.30,6.75,0.50
1986-01-02,11.14,21.45,4.62,-4.11
1986-01-03,11.96,22.20,5.10,-2.95
1986-01-04,12.49,22.26,5.10,-2.25
1986-01-05,12.98,22.83,6.03,-3.05
1986-01-06,13.89,22.66,8.51,-0.76
1986-01-07,13.82,23.18,8.65,0.51
1986-01-08,13.98,23.41,7.68,0.25
1986-01-09,14.31,23.41,7.90,-0.34
1986-01-10,13.43,22.77,8.76,-0.11
1986-01-11,10.63,20.02,3.61,-0.92
1986-01-12,9.14,20.62,5.48,-0.84
1986-01-13,12.30,21.57,8.04,-2.30
1986-01-14,14.05,21.97,6.08,-1.88
1986-01-15,11.41,21.18,7.30,1.93
1986-01-16,11.50,20.46,7.58,1.61
1986-01-17,11.71,20.18,6.91,2.25
1986-01-18,10.95,19.97,8.31,1.35
1986-01-19,12.05,20.52,7.41,2.53
1986-01-20,11.54,19.64,5.85,-0.05
1986-01-21,14.39,22.50,9.09,3.60
1986-01-22,14.21,21.29,8.30,5.16
1986-01-23,12.79,21.95,8.40,1.89
1986-01-24,15.19,22.96,10.92,4.97
1986-01-25,13.12,17.29,7.01,1.07
1986-01-26,9.80,18.90,5.26,-3.05
1986-01-27,12.50,20.30,8.11,5.01
1986-01-28,12.63,17.55,7.28,1.89
1986-01-29,11.74,19.51,7.07,3.04
1986-01-30,10.99,21.11,5.99,0.08
1986-01-31,13.40,21.06,10.38,2.19
1986-02-01,15.26,21.97,10.57,3.50
1986-02-02,15.58,22.21,10.97,4.31
1986-02-03,15.19,23.13,12.04,5.09
1986-02-04,14.48,22.41,11.64,4.90
1986-02-05,12.39,19.99,9.75,3.87
1986-02-06,15.24,22.52,10.15,3.57
1986-02-07,16.08,22.49,10.84,4.20
1986-02-08,15.85,23.42,13.45,5.08
1986-02-09,11.49,16.51,7.98,4.12
1986-02-10,5.89,10.05,4.57,0.35
1986-02-11,9.44,22.65,7.34,3.71
1986-02-12,10.15,18.04,7.27,1.86
1986-02-13,9.99,17.95,7.90,0.44
1986-02-14,7.94,18.28,5.89,0.56
1986-02-15,10.76,22.33,6.45,-0.72
1986-02-16,11.45,21.88,9.00,2.10
1986-02-17,13.02,22.41,9.64,4.31
1986-02-18,9.46,18.98,6.25,-3.14
1986-02-19,15.53,22.38,13.94,3.84
1986-02-20,13.22,19.07,9.24,3.59
1986-02-21,9.64,14.15,7.01,3.15
1986-02-22,11.79,21.57,7.35,2.21
1986-02-23,14.74,21.35,11.01,3.85
1986-02-24,16.27,22.73,12.21,4.58
1986-02-25,15.41,21.83,13.25,3.89
1986-02-26,15.92,22.28,12.45,5.49
1986-02-27,16.05,22.41,11.68,5.55
1986-02-28,16.65,22.87,9.81,5.41
1986-03-01,16.99,22.79,13.91,5.55
1986-03-02,17.75,22.49,14.89,5.43
1986-03-03,18.50,22.31,14.09,6.22
1986-03-04,16.66,22.57,13.82,7.10
1986-03-05,17.47,22.21,15.01,6.79
1986-03-06,17.87,23.42,15.52,7.44
1986-03-07,18.06,22.65,14.99,6.62
1986-03-08,18.30,21.29,14.96,7.53
1986-03-09,19.41,24.49,13.80,8.74
1986-03-10,22.12,27.12,15.16,8.77
1986-03-11,16.35,18.72,12.29,4.53
1986-03-12,18.32,22.54,11.37,6.50
1986-03-13,14.79,21.71,11.13,3.08
1986-03-14,13.04,18.00,8.52,3.96
1986-03-15,12.65,23.69,10.76,5.33
1986-03-16,12.62,21.71,10.60,4.71
1986-03-17,12.46,22.71,9.32,2.02
1986-03-18,12.41,16.17,8.16,3.94
1986-03-19,13.37,20.21,9.26,3.00
1986-03-20,15.74,22.42,12.82,7.64
1986-03-21,14.10,23.37,10.83,7.86
1986-03-22,14.70,19.20,9.93,6.49
1986-03-23,14.49,21.81,10.64,6.02
1986-03-24,14.72,19.39,10.53,10.29
1986-03-25,15.79,21.94,10.44,9.49
1986-03-26,18.03,22.42,13.58,11.31
1986-03-27,21.16,23.56,15.72,12.62
1986-03-28,22.63,26.83,15.46,7.84
1986-03-29,20.83,23.19,14.88,8.58
1986-03-30,18.20,24.68,12.19,7.29
1986-03-31,15.10,21.04,10.87,7.51
1986-04-01,18.07,24.11,12.24,5.81
1986-04-02,17.79,21.27,10.89,7.92
1986-04-03,14.94,23.33,12.78,8.94
1986-04-04,16.76,22.44,12.68,12.08
1986-04-05,18.88,23.83,14.66,13.84
1986-04-06,19.84,23.56,17.33,10.54
1986-04-07,21.58,25.16,18.16,14.29
1986-04-08,22.33,26.43,19.11,13.81
1986-04-09,23.17,26.65,17.21,13.80
1986-04-10,22.72,27.22,19.44,14.58
1986-04-11,22.75,26.26,17.62,15.99
1986-04-12,22.08,26.70,21.18,15.65
1986-04-13,23.35,27.13,20.48,17.56
1986-04-14,22.99,27.39,17.59,17.70
1986-04-15,23.38,25.51,18.65,16.15
1986-04-16,23.05,25.71,18.49,16.89
1986-04-17,21.33,24.85,18.28,14.51
1986-04-18,23.80,26.54,21.75,15.10
1986-04-19,25.59,27.52,21.01,17.71
1986-04-20,26.54,27.89,22.92,14.62
1986-04-21,28.03,29.89,26.29,18.46
1986-04-22,27.58,29.81,21.42,16.71
1986-04-23,27.21,29.62,20.73,15.08
1986-04-24,25.99,28.97,17.56,15.31
1986-04-25,21.24,20.88,16.35,15.03
1986-04-26,20.95,24.72,15.82,11.23
1986-04-27,19.48,23.17,13.68,18.29
1986-04-28,19.06,26.32,16.92,18.99
1986-04-29,22.10,26.07,18.22,18.90
1986-04-30,24.12,25.06,17.89,13.49
1986-05-01,24.06,28.28,18.14,19.89
1986-05-02,23.57,28.07,21.44,19.58
1986-05-03,22.21,27.66,17.73,19.88
1986-05-04,23.77,27.80,19.48,17.25
1986-05-05,27.11,29.96,22.67,18.44
1986-05-06,28.41,30.44,24.54,21.15
1986-05-07,27.09,30.29,24.15,22.90
1986-05-08,23.63,29.62,22.20,21.12
1986-05-09,22.20,28.26,18.57,21.31
1986-05-10,23.84,27.87,18.14,22.13
1986-05-11,24.00,28.36,20.70,20.87
1986-05-12,26.87,28.75,23.51,22.42
