date,day_t2m,day_utci,night_t2m,night_utci
1984-01-01,23.41,26.57,18.52,16.82
1984-01-02,23.11,26.15,18.76,18.02
1984-01-03,22.35,26.00,20.07,15.87
1984-01-04,22.69,24.95,17.42,15.75
1984-01-05,22.77,25.95,18.79,16.45
1984-01-06,22.46,25.90,17.90,16.39
1984-01-07,23.08,24.83,17.11,15.28
1984-01-08,22.39,24.72,17.04,15.43
1984-01-09,23.53,26.17,17.89,14.07
1984-01-10,23.65,26.30,17.88,14.77
1984-01-11,23.50,25.97,17.27,15.46
1984-01-12,22.12,24.50,16.82,14.94
1984-01-13,21.32,24.11,17.16,15.45
1984-01-14,23.12,25.79,18.43,17.88
1984-01-15,22.08,25.94,18.38,17.80
1984-01-16,22.62,26.99,19.33,17.39
1984-01-17,23.81,27.20,20.12,19.00
1984-01-18,23.32,26.93,19.22,17.92
1984-01-19,23.07,27.86,19.55,18.42
1984-01-20,23.59,27.61,18.55,17.11
1984-01-21,24.55,27.69,19.93,16.92
1984-01-22,25.07,28.10,19.03,15.85
1984-01-23,24.67,27.44,18.88,15.58
1984-01-24,25.17,25.85,17.85,14.51
1984-01-25,24.51,25.35,17.20,12.99
1984-01-26,24.23,24.30,16.70,13.94
1984-01-27,24.15,24.42,17.70,16.26
1984-01-28,25.71,27.12,19.50,17.27
1984-01-29,22.30,24.77,18.94,16.88
1984-01-30,23.04,24.71,18.58,17.06
1984-01-31,25.33,24.63,17.96,14.99
1984-02-01,24.68,26.05,17.90,14.91
1984-02-02,25.05,26.41,17.86,13.16
1984-02-03,24.73,24.98,18.30,16.27
1984-02-04,24.37,25.82,20.28,17.24
1984-02-05,23.15,22.68,18.20,16.33
1984-02-06,20.63,22.72,17.14,16.65
1984-02-07,23.88,25.15,19.01,16.76
1984-02-08,23.18,27.01,19.11,17.08
1984-02-09,24.83,25.72,21.09,16.84
1984-02-10,25.89,26.84,19.55,16.42
1984-02-11,25.56,27.71,20.02,17.83
1984-02-12,23.24,26.60,19.33,17.74
1984-02-13,22.26,25.15,18.91,18.05
1984-02-14,22.00,25.87,17.53,17.52
1984-02-15,21.94,24.25,17.90,17.12
1984-02-16,22.70,26.47,18.95,18.95
1984-02-17,23.97,26.94,20.89,19.81
1984-02-18,24.39,28.28,20.42,18.86
1984-02-19,24.55,27.73,19.87,18.90
1984-02-20,23.55,27.63,22.15,18.29
1984-02-21,24.24,26.96,20.96,17.43
1984-02-22,26.24,27.38,19.54,18.12
1984-02-23,25.95,26.68,19.43,17.96
1984-02-24,26.50,25.63,18.97,17.58
1984-02-25,25.18,25.19,19.88,17.54
1984-02-26,24.96,24.25,19.24,16.95
1984-02-27,26.01,24.75,20.07,15.52
1984-02-28,24.18,23.58,20.21,15.35
1984-02-29,21.14,21.12,19.31,15.91
1984-03-01,23.59,25.41,19.43,16.36
1984-03-02,24.08,24.64,19.80,16.87
1984-03-03,24.86,24.72,18.95,16.29
1984-03-04,22.25,25.68,18.19,15.85
1984-03-05,19.57,22.75,17.99,19.00
1984-03-06,22.75,27.57,18.68,17.32
1984-03-07,23.71,29.06,18.86,18.66
1984-03-08,24.13,27.71,19.90,19.47
1984-03-09,26.25,27.99,20.63,19.75
