date,day_t2m,day_utci,night_t2m,night_utci
1963-01-01,26.27,33.01,23.82,22.40
1963-01-02,26.82,33.35,22.85,22.16
1963-01-03,27.01,33.41,22.17,22.89
1963-01-04,27.08,33.79,22.50,20.93
1963-01-05,21.66,30.62,21.72,22.93
1963-01-06,23.27,33.56,20.24,21.74
1963-01-07,24.24,33.30,19.89,25.26
1963-01-08,23.78,34.83,20.02,24.91
1963-01-09,23.88,33.48,21.43,25.25
1963-01-10,24.61,33.75,21.75,24.06
1963-01-11,25.11,34.35,20.80,23.15
1963-01-12,24.15,34.05,21.60,24.22
1963-01-13,24.03,34.37,22.56,23.37
1963-01-14,25.54,34.03,22.77,24.63
1963-01-15,25.36,34.10,23.26,24.95
1963-01-16,26.03,34.41,22.76,23.12
1963-01-17,25.49,33.64,22.15,23.84
1963-01-18,26.38,33.79,21.11,20.27
1963-01-19,25.79,33.44,22.39,22.67
1963-01-20,25.70,34.50,23.33,23.89
1963-01-21,26.95,35.77,21.81,21.99
1963-01-22,26.53,33.96,24.40,21.82
1963-01-23,26.30,32.77,21.86,19.88
1963-01-24,26.61,32.94,21.44,21.35
1963-01-25,26.46,33.22,22.62,23.46
1963-01-26,24.72,34.93,21.71,23.91
1963-01-27,26.58,34.93,21.91,22.61
1963-01-28,27.31,33.75,24.61,22.04
1963-01-29,26.77,33.98,24.59,19.26
1963-01-30,27.05,32.97,24.76,21.83
1963-01-31,27.06,32.61,22.59,19.19
1963-02-01,27.06,33.33,21.23,18.22
1963-02-02,27.32,34.25,22.30,19.07
1963-02-03,28.23,34.15,22.21,19.75
1963-02-04,28.90,35.39,22.91,20.72
1963-02-05,29.12,35.46,24.35,23.15
1963-02-06,25.35,34.48,20.66,24.24
1963-02-07,25.05,34.77,22.37,26.53
1963-02-08,26.23,36.76,23.71,25.84
1963-02-09,26.77,35.17,25.36,24.96
1963-02-10,28.10,34.84,24.09,24.76
1963-02-11,29.79,34.68,27.11,23.05
1963-02-12,29.54,33.07,26.86,22.59
1963-02-13,29.19,33.62,26.69,22.85
1963-02-14,29.74,33.64,25.98,22.15
1963-02-15,30.31,34.19,26.32,22.40
1963-02-16,29.73,33.52,26.53,21.34
1963-02-17,29.86,34.57,26.39,21.42
1963-02-18,29.69,33.89,26.45,21.49
1963-02-19,29.73,34.13,23.53,22.46
1963-02-20,26.61,33.78,23.34,24.09
1963-02-21,28.83,35.12,25.80,24.70
1963-02-22,27.28,35.05,23.46,25.41
1963-02-23,27.33,34.21,24.88,25.32
1963-02-24,28.46,34.54,22.93,24.97
1963-02-25,27.66,35.04,25.82,25.10
1963-02-26,27.86,35.32,24.35,24.37
1963-02-27,27.90,34.35,25.23,25.50
1963-02-28,27.20,34.98,24.87,25.19
1963-03-01,27.06,35.18,24.18,25.11
1963-03-02,26.68,35.14,24.60,24.94
1963-03-03,26.01,34.61,23.34,24.65
1963-03-04,27.11,35.20,24.86,25.01
1963-03-05,28.41,35.30,25.47,25.23
1963-03-06,30.18,36.32,26.99,24.66
1963-03-07,30.33,35.02,24.56,24.73
1963-03-08,30.69,34.76,26.81,24.03
1963-03-09,31.27,34.94,25.76,24.95
1963-03-10,30.88,34.36,25.90,25.70
1963-03-11,30.15,34.25,24.36,25.73
1963-03-12,30.00,34.94,25.00,26.26
1963-03-13,28.45,34.99,24.94,26.39
1963-03-14,30.76,34.24,26.14,26.08
1963-03-15,30.61,34.25,26.41,27.11
1963-03-16,31.15,35.27,25.01,25.43
1963-03-17,31.82,36.25,25.53,26.54
1963-03-18,31.12,34.38,25.11,28.22
1963-03-19,30.76,35.10,23.82,28.09
1963-03-20,29.41,34.62,24.16,27.46
1963-03-21,31.26,35.68,25.10,26.68
1963-03-22,31.13,35.67,25.93,26.64
1963-03-23,31.91,34.89,25.34,27.62
1963-03-24,30.68,34.84,22.97,27.88
1963-03-25,27.55,34.77,21.87,26.02
1963-03-26,27.05,35.64,22.81,26.56
1963-03-27,26.14,33.41,22.61,24.03
1963-03-28,28.00,35.31,23.21,24.78
1963-03-29,28.94,34.83,26.88,27.48
1963-03-30,30.20,35.14,25.00,26.89
1963-03-31,31.71,36.08,25.98,26.08
1963-04-01,31.73,35.59,25.44,26.82
1963-04-02,30.74,35.55,24.84,27.50
1963-04-03,30.95,36.32,25.24,26.47
1963-04-04,28.70,36.55,24.88,28.86
1963-04-05,28.95,35.51,25.13,27.69
1963-04-06,29.31,34.91,26.14,27.49
1963-04-07,30.99,35.61,25.04,28.21
1963-04-08,32.26,36.28,25.73,29.65
1963-04-09,30.41,36.41,26.32,28.82
1963-04-10,30.27,35.06,24.42,27.49
1963-04-11,30.23,35.72,24.63,26.25
1963-04-12,28.62,36.89,24.29,28.40
1963-04-13,29.84,36.50,22.97,28.27
1963-04-14,27.95,36.13,24.33,28.78
1963-04-15,28.21,35.85,24.30,27.96
1963-04-16,27.88,36.32,24.47,29.12
1963-04-17,28.93,36.51,25.52,27.06
1963-04-18,28.12,37.06,25.30,29.23
1963-04-19,28.35,36.49,22.65,29.49
1963-04-20,28.08,37.52,23.69,28.11
1963-04-21,28.22,36.82,22.73,28.82
1963-04-22,29.12,37.77,23.15,29.18
1963-04-23,28.90,37.32,22.95,26.65
1963-04-24,29.40,36.39,25.33,29.11
1963-04-25,29.84,35.77,25.58,29.21
1963-04-26,29.25,37.46,24.75,28.62
1963-04-27,30.80,36.41,25.17,27.32
1963-04-28,30.02,36.25,24.98,28.88
1963-04-29,30.46,36.09,26.15,30.52
1963-04-30,29.14,36.29,25.29,29.83
1963-05-01,29.49,35.99,25.38,29.54
