date,day_t2m,day_utci,night_t2m,night_utci
1963-01-01,22.62,27.36,18.84,15.63
1963-01-02,23.12,26.47,19.07,15.32
1963-01-03,22.97,26.84,19.41,13.68
1963-01-04,23.40,26.17,17.59,14.34
1963-01-05,21.96,23.89,19.64,16.10
1963-01-06,20.07,22.01,19.04,16.12
1963-01-07,21.49,24.18,17.12,15.37
1963-01-08,20.35,21.70,17.94,15.48
1963-01-09,19.56,22.07,18.08,17.39
1963-01-10,21.95,25.36,18.82,16.83
1963-01-11,21.23,27.17,18.39,17.00
1963-01-12,21.67,24.75,19.67,17.18
1963-01-13,22.48,26.47,19.62,14.10
1963-01-14,22.15,24.66,18.74,17.76
1963-01-15,22.37,25.44,19.84,15.53
1963-01-16,22.63,24.88,18.23,15.95
1963-01-17,23.06,25.18,17.84,13.64
1963-01-18,22.51,24.27,17.68,13.61
1963-01-19,21.63,24.51,17.20,14.02
1963-01-20,21.97,24.53,19.97,15.12
1963-01-21,23.33,24.77,18.17,13.28
1963-01-22,23.53,27.29,20.47,13.01
1963-01-23,23.05,26.07,19.45,12.55
1963-01-24,22.37,23.62,16.12,12.93
1963-01-25,22.87,23.45,18.32,15.37
1963-01-26,21.03,23.47,19.00,14.93
1963-01-27,22.88,25.84,19.49,13.95
1963-01-28,23.29,26.06,20.28,14.00
1963-01-29,22.78,26.80,20.80,14.06
1963-01-30,23.32,26.15,19.35,11.97
1963-01-31,22.82,24.42,17.71,10.39
1963-02-01,22.23,24.95,19.78,11.74
1963-02-02,22.83,24.55,18.80,11.42
1963-02-03,23.43,24.29,17.87,11.94
1963-02-04,23.68,24.24,17.73,12.37
1963-02-05,24.26,24.65,18.81,14.91
1963-02-06,24.19,24.74,19.92,15.67
1963-02-07,23.46,24.53,19.58,17.45
1963-02-08,23.99,25.54,20.79,18.76
1963-02-09,23.95,26.85,21.61,17.58
1963-02-10,25.87,27.53,23.85,18.56
1963-02-11,26.15,25.86,21.18,13.38
1963-02-12,25.69,24.94,20.14,12.74
1963-02-13,25.60,24.93,19.89,12.83
1963-02-14,25.61,25.39,20.24,13.21
1963-02-15,25.97,25.26,20.36,12.85
1963-02-16,25.24,24.29,19.73,13.00
1963-02-17,25.36,23.74,19.04,13.08
1963-02-18,25.30,23.82,19.70,14.01
1963-02-19,25.70,24.54,20.18,18.36
1963-02-20,24.46,25.45,21.97,17.53
1963-02-21,26.19,27.68,22.79,18.85
1963-02-22,25.87,28.23,22.41,17.73
1963-02-23,25.62,27.16,21.66,18.23
1963-02-24,26.90,26.20,21.85,17.23
1963-02-25,24.39,26.93,22.60,16.71
1963-02-26,24.55,25.83,22.50,17.50
1963-02-27,25.35,26.47,22.36,18.40
1963-02-28,24.72,26.25,21.88,16.55
1963-03-01,24.00,25.61,22.04,15.82
1963-03-02,24.23,24.14,22.29,17.34
1963-03-03,23.67,25.84,21.11,19.01
1963-03-04,25.10,27.64,22.85,18.86
1963-03-05,26.96,27.75,23.41,19.32
1963-03-06,26.61,25.59,21.95,18.78
1963-03-07,27.03,26.01,23.28,18.16
1963-03-08,27.64,26.83,23.39,17.02
1963-03-09,27.68,27.26,23.41,18.65
1963-03-10,28.21,29.69,24.86,19.03
1963-03-11,29.18,30.62,24.83,20.73
1963-03-12,28.96,31.07,26.16,22.40
1963-03-13,28.27,29.05,25.48,21.95
1963-03-14,28.63,28.81,24.80,21.19
1963-03-15,28.59,27.30,24.11,20.21
1963-03-16,28.38,28.01,24.16,19.58
1963-03-17,29.30,28.95,24.55,19.17
1963-03-18,29.65,29.64,26.00,18.82
1963-03-19,29.07,29.88,24.59,21.44
1963-03-20,28.53,29.87,25.75,21.98
1963-03-21,27.61,28.48,23.96,22.79
1963-03-22,28.76,28.79,25.27,21.76
1963-03-23,28.86,28.47,25.22,21.08
1963-03-24,28.89,29.70,23.29,21.35
1963-03-25,25.31,29.45,20.86,21.08
1963-03-26,25.22,28.38,23.17,20.19
1963-03-27,25.81,27.17,22.73,21.99
1963-03-28,27.24,27.86,22.87,21.83
1963-03-29,27.70,26.97,23.60,21.95
1963-03-30,28.97,28.13,22.83,21.83
1963-03-31,29.01,27.64,24.71,21.63
1963-04-01,28.94,28.03,24.52,19.65
1963-04-02,28.75,29.01,26.27,23.36
1963-04-03,28.46,29.39,24.56,20.26
1963-04-04,26.82,29.04,24.62,22.08
1963-04-05,27.70,29.21,24.70,22.25
1963-04-06,27.00,28.45,25.35,22.28
1963-04-07,29.47,29.58,24.03,22.88
1963-04-08,29.83,29.62,25.11,22.43
1963-04-09,29.67,30.52,25.06,22.77
1963-04-10,28.42,29.28,22.87,22.93
1963-04-11,28.69,28.32,24.12,21.65
1963-04-12,25.67,28.18,24.00,24.13
1963-04-13,27.35,29.71,23.29,22.30
1963-04-14,26.45,31.81,23.00,23.83
1963-04-15,25.82,30.67,23.50,24.41
1963-04-16,27.65,30.54,24.99,24.57
1963-04-17,29.26,29.97,24.97,23.28
1963-04-18,28.14,30.51,26.23,24.65
1963-04-19,28.57,30.76,22.36,24.02
1963-04-20,27.86,31.65,23.85,23.85
1963-04-21,27.07,32.08,22.11,24.56
1963-04-22,27.36,31.42,23.57,24.37
1963-04-23,26.31,30.34,22.42,24.97
1963-04-24,26.71,30.05,23.58,23.79
1963-04-25,25.37,29.44,21.03,23.96
1963-04-26,25.51,29.10,22.04,24.77
1963-04-27,27.16,29.36,24.64,24.18
1963-04-28,27.03,29.25,23.92,24.04
1963-04-29,27.93,29.11,26.17,24.31
1963-04-30,27.56,29.44,24.48,25.21
1963-05-01,28.13,28.95,25.41,23.78
1963-05-02,28.27,30.36,24.93,24.17
1963-05-03,28.51,30.82,24.47,23.38
1963-05-04,27.36,31.81,26.77,22.17
1963-05-05,27.77,32.44,22.27,24.83
1963-05-06,28.71,32.48,24.87,25.52
1963-05-07,28.80,32.69,25.76,24.92
1963-05-08,29.62,32.40,24.22,25.93
1963-05-09,28.08,31.70,23.63,27.11
1963-05-10,28.24,31.38,23.90,25.82
1963-05-11,27.74,30.78,22.03,24.48
1963-05-12,27.29,31.29,24.48,23.81
1963-05-13,27.25,30.74,22.11,23.33
1963-05-14,27.59,29.99,24.17,23.51
1963-05-15,27.73,30.61,24.47,23.13
1963-05-16,25.24,30.65,23.32,23.42
1963-05-17,25.89,32.22,22.55,24.27
1963-05-18,26.27,32.36,22.14,22.87
1963-05-19,26.01,32.77,24.49,25.43
1963-05-20,27.13,31.70,25.47,23.78
1963-05-21,25.78,31.84,23.78,22.49
1963-05-22,27.77,31.79,25.21,25.17
1963-05-23,28.78,32.45,26.87,24.56
1963-05-24,27.97,32.41,22.87,22.82
1963-05-25,27.09,33.35,24.56,21.87
1963-05-26,26.39,32.24,23.79,24.18
1963-05-27,28.32,32.75,21.69,22.62
1963-05-28,27.87,32.26,22.74,23.52
1963-05-29,26.40,33.26,23.45,23.12
1963-05-30,27.12,32.71,23.02,21.89
1963-05-31,26.93,32.53,22.21,22.71
1963-06-01,25.88,31.87,22.69,21.01
1963-06-02,26.01,30.71,24.08,22.46
1963-06-03,26.04,29.27,22.49,20.37
1963-06-04,24.18,27.26,22.33,18.68
1963-06-05,23.53,27.55,21.43,15.94
1963-06-06,21.86,22.16,21.82,16.77
1963-06-07,22.51,25.31,20.55,18.64
1963-06-08,23.61,27.18,21.64,19.79
1963-06-09,23.57,30.57,22.64,19.53
1963-06-10,23.70,28.34,22.73,20.01
1963-06-11,22.65,30.33,21.59,22.88
1963-06-12,23.79,30.81,22.47,21.35
1963-06-13,25.36,32.12,22.29,21.83
