date,day_t2m,day_utci,night_t2m,night_utci
2020-01-01,12.40,18.05,5.01,-0.03
2020-01-02,10.90,18.68,5.73,1.41
2020-01-03,12.66,18.34,7.91,1.73
2020-01-04,8.50,16.19,4.90,-0.80
2020-01-05,9.63,17.05,5.95,4.82
2020-01-06,6.61,11.12,5.07,1.92
2020-01-07,7.70,18.85,4.38,0.44
2020-01-08,4.78,14.02,2.24,0.52
2020-01-09,6.83,20.57,2.61,-3.65
2020-01-10,10.24,20.88,4.56,-6.08
2020-01-11,11.85,21.58,7.46,4.55
2020-01-12,12.08,20.67,8.83,2.92
2020-01-13,9.05,14.89,5.44,3.74
2020-01-14,8.41,17.42,4.69,3.26
2020-01-15,7.87,18.27,4.97,1.04
2020-01-16,7.14,19.44,4.48,-1.27
2020-01-17,6.42,20.46,3.16,0.43
2020-01-18,7.43,18.38,3.01,-2.92
2020-01-19,8.45,21.28,6.22,-0.08
2020-01-20,8.18,21.10,6.07,4.47
2020-01-21,8.87,20.54,3.51,-2.95
2020-01-22,11.34,22.26,7.68,1.55
2020-01-23,10.35,20.13,5.54,-4.40
2020-01-24,13.57,21.88,7.70,-0.54
2020-01-25,10.46,22.33,8.13,3.42
2020-01-26,11.76,21.76,6.91,0.02
2020-01-27,8.93,20.06,5.61,-0.68
2020-01-28,7.83,16.08,5.37,2.54
2020-01-29,8.78,19.70,5.68,0.01
2020-01-30,10.28,21.19,6.31,-0.60
2020-01-31,9.34,19.93,6.23,3.53
2020-02-01,6.64,19.53,5.21,-1.29
2020-02-02,10.37,21.22,7.53,0.45
2020-02-03,12.61,22.37,6.83,0.88
2020-02-04,10.65,19.52,6.49,2.49
2020-02-05,11.72,21.33,7.71,1.30
2020-02-06,10.47,19.70,4.93,2.35
2020-02-07,9.50,21.16,6.88,-1.75
2020-02-08,12.11,20.02,8.93,0.15
2020-02-09,14.62,21.62,8.87,2.92
2020-02-10,14.94,22.16,9.64,5.25
2020-02-11,16.05,22.75,11.62,5.67
2020-02-12,18.48,22.72,13.25,5.53
2020-02-13,20.60,25.03,14.40,9.31
2020-02-14,17.86,23.07,12.96,6.84
2020-02-15,19.25,23.03,12.61,4.77
2020-02-16,19.40,23.68,13.61,6.77
2020-02-17,18.37,22.10,12.39,3.74
2020-02-18,19.11,22.92,13.59,6.83
2020-02-19,15.76,21.24,11.54,5.67
2020-02-20,18.36,21.53,12.16,5.61
2020-02-21,12.22,17.82,9.38,4.56
2020-02-22,16.07,21.69,12.10,6.27
2020-02-23,15.30,23.02,11.09,5.50
2020-02-24,16.64,22.69,11.88,7.78
2020-02-25,15.18,22.65,10.41,4.41
2020-02-26,15.64,20.58,12.11,6.45
2020-02-27,15.33,21.77,13.05,8.06
2020-02-28,16.12,24.39,11.77,5.47
2020-02-29,13.16,20.51,8.94,4.32
