date,day_t2m,day_utci,night_t2m,night_utci
1964-01-01,21.42,28.69,16.66,4.92
1964-01-02,22.15,29.05,17.24,6.78
1964-01-03,23.64,29.59,16.21,9.21
1964-01-04,24.02,28.48,20.07,10.23
1964-01-05,24.62,29.53,19.24,12.64
1964-01-06,26.91,30.76,20.99,14.38
1964-01-07,28.56,31.90,24.31,15.22
1964-01-08,29.12,33.15,23.60,14.36
1964-01-09,24.16,27.57,21.25,10.12
1964-01-10,22.34,27.16,16.68,8.49
1964-01-11,20.46,26.35,16.91,6.68
1964-01-12,20.00,27.92,16.20,6.47
1964-01-13,19.73,28.16,15.57,5.98
1964-01-14,19.50,24.76,16.06,4.74
1964-01-15,18.97,27.19,15.48,-0.56
1964-01-16,18.75,27.89,15.04,2.25
1964-01-17,18.97,26.65,15.15,2.96
1964-01-18,19.53,28.00,16.06,3.35
1964-01-19,20.84,26.61,15.38,4.83
1964-01-20,23.78,26.46,20.70,11.27
1964-01-21,19.45,16.97,18.10,10.02
1964-01-22,19.44,23.20,14.93,2.91
1964-01-23,19.12,26.95,14.26,2.56
1964-01-24,18.47,27.57,14.03,1.67
1964-01-25,17.95,26.27,14.30,0.06
1964-01-26,18.47,26.02,13.99,2.00
1964-01-27,19.91,27.07,15.55,2.27
1964-01-28,19.17,26.46,14.65,4.03
1964-01-29,20.19,28.21,16.83,5.43
1964-01-30,20.74,27.97,14.76,6.47
1964-01-31,20.28,28.02,15.97,5.85
1964-02-01,19.96,28.29,15.92,7.57
1964-02-02,21.63,26.68,17.54,2.71
1964-02-03,19.55,24.98,14.38,4.45
1964-02-04,20.45,28.25,15.14,5.24
1964-02-05,23.43,29.99,16.42,7.51
1964-02-06,24.47,30.66,19.20,9.76
1964-02-07,25.50,31.41,19.83,10.98
1964-02-08,26.52,30.78,22.40,13.25
1964-02-09,24.23,31.24,21.22,10.67
1964-02-10,25.09,29.80,18.90,10.18
1964-02-11,24.97,31.21,21.60,12.79
1964-02-12,26.46,31.73,22.97,13.26
1964-02-13,29.06,33.34,24.70,19.73
1964-02-14,31.76,36.03,27.29,18.69
1964-02-15,30.29,36.11,25.32,17.53
1964-02-16,31.13,35.78,26.21,16.12
1964-02-17,32.11,33.96,26.31,18.34
1964-02-18,29.00,30.91,22.59,12.83
1964-02-19,28.48,33.92,23.06,13.96
1964-02-20,29.74,33.26,24.94,14.15
1964-02-21,28.64,30.89,22.04,12.77
1964-02-22,28.05,29.39,23.62,13.54
1964-02-23,25.70,28.35,20.48,10.07
1964-02-24,25.82,32.05,20.31,9.85
1964-02-25,25.61,31.86,19.50,9.66
1964-02-26,26.66,32.60,20.04,10.46
1964-02-27,27.09,33.07,21.86,10.88
1964-02-28,29.31,34.57,21.18,15.52
1964-02-29,30.96,35.47,24.94,15.32
1964-03-01,30.60,35.26,24.01,15.38
1964-03-02,30.41,35.74,25.90,15.85
1964-03-03,30.39,31.31,26.52,18.65
1964-03-04,29.28,34.86,26.61,16.64
1964-03-05,29.76,31.94,24.14,15.31
1964-03-06,30.88,35.98,26.27,16.47
1964-03-07,31.35,34.09,25.87,14.98
1964-03-08,32.06,36.70,26.83,15.98
1964-03-09,33.95,37.12,28.61,18.59
1964-03-10,34.56,36.72,28.57,20.09
1964-03-11,34.99,39.10,30.91,22.68
1964-03-12,34.64,37.75,30.40,19.80
1964-03-13,34.32,36.76,27.94,18.91
1964-03-14,34.95,38.81,26.83,17.94
1964-03-15,35.38,39.89,26.99,20.20
1964-03-16,36.12,39.81,30.50,22.19
1964-03-17,35.96,40.06,30.96,23.13
1964-03-18,34.46,36.48,30.54,21.92
1964-03-19,32.55,34.24,28.49,19.20
1964-03-20,32.22,37.75,28.73,20.94
1964-03-21,33.05,38.14,28.62,20.20
1964-03-22,34.14,38.66,29.36,21.26
1964-03-23,36.23,40.76,31.45,22.53
1964-03-24,36.30,38.54,30.90,21.77
1964-03-25,35.99,39.57,30.64,22.66
1964-03-26,35.05,37.32,29.51,20.08
1964-03-27,34.74,37.42,28.43,21.49
1964-03-28,35.59,38.53,30.71,20.18
1964-03-29,36.76,40.12,28.10,21.66
1964-03-30,35.70,38.44,31.91,23.40
1964-03-31,30.75,31.47,27.06,21.12
1964-04-01,32.96,37.08,27.98,20.89
1964-04-02,34.52,36.87,29.84,20.54
1964-04-03,33.85,36.23,28.87,20.78
1964-04-04,34.09,36.69,28.36,21.87
1964-04-05,35.70,39.37,31.13,20.38
1964-04-06,36.68,39.83,33.05,23.46
1964-04-07,37.16,41.18,33.58,25.27
1964-04-08,37.51,42.33,33.33,25.03
1964-04-09,38.15,41.16,33.64,24.42
1964-04-10,38.31,41.47,32.72,25.39
1964-04-11,39.45,42.48,34.78,25.79
1964-04-12,39.63,42.86,34.21,26.37
1964-04-13,39.93,42.96,33.39,26.24
1964-04-14,39.53,42.70,35.56,26.41
1964-04-15,38.83,41.64,35.03,26.75
1964-04-16,37.91,39.78,34.65,24.84
1964-04-17,36.92,38.98,31.78,23.24
1964-04-18,37.66,39.92,31.91,25.40
1964-04-19,39.92,43.63,35.15,27.19
