date,day_t2m,day_utci,night_t2m,night_utci
1954-01-01,16.34,23.39,16.00,7.98
1954-01-02,18.35,21.81,16.24,4.41
1954-01-03,19.29,22.93,16.44,4.11
1954-01-04,19.29,26.74,18.20,8.48
1954-01-05,19.74,26.78,16.20,6.47
1954-01-06,21.10,24.04,19.02,8.70
1954-01-07,19.13,23.96,17.84,9.57
1954-01-08,19.97,27.99,18.23,12.04
1954-01-09,17.72,22.27,16.33,4.50
1954-01-10,16.63,18.53,13.79,0.95
1954-01-11,16.95,17.82,14.77,2.34
1954-01-12,17.82,16.08,15.41,2.54
1954-01-13,18.57,21.25,16.09,4.61
1954-01-14,19.34,22.81,17.16,4.09
1954-01-15,19.50,23.20,15.02,2.05
1954-01-16,20.43,26.10,19.31,8.24
1954-01-17,20.83,22.80,19.07,5.30
1954-01-18,20.80,21.49,19.03,8.38
1954-01-19,20.79,26.23,18.72,9.80
1954-01-20,16.49,20.86,14.74,6.96
1954-01-21,16.65,15.77,14.14,0.56
1954-01-22,17.25,18.40,13.29,-1.89
1954-01-23,18.05,20.03,13.96,0.32
1954-01-24,19.14,18.92,15.18,2.50
1954-01-25,19.28,20.47,14.69,1.34
1954-01-26,21.41,23.90,16.21,3.10
1954-01-27,22.77,26.69,16.75,7.43
1954-01-28,23.19,29.38,18.78,7.05
1954-01-29,24.96,28.83,22.36,10.72
1954-01-30,24.78,24.96,21.32,10.12
1954-01-31,19.12,21.51,17.87,10.40
1954-02-01,20.43,19.13,16.88,10.46
1954-02-02,21.19,21.09,19.67,12.95
1954-02-03,22.38,25.36,20.85,9.91
1954-02-04,20.80,25.68,16.15,9.46
1954-02-05,19.79,22.81,16.20,7.34
1954-02-06,20.82,23.15,19.09,7.42
1954-02-07,20.59,24.04,19.52,9.34
1954-02-08,21.79,27.80,19.37,8.21
1954-02-09,23.60,28.21,17.62,7.09
1954-02-10,24.96,30.93,21.23,12.76
1954-02-11,24.95,29.30,22.23,12.92
1954-02-12,24.80,25.44,23.77,13.11
1954-02-13,24.08,28.26,22.82,13.08
1954-02-14,26.15,32.37,20.97,13.97
1954-02-15,22.46,27.05,20.47,12.74
1954-02-16,24.08,30.72,21.97,13.02
1954-02-17,24.32,30.78,23.75,13.91
1954-02-18,27.08,32.31,25.04,16.90
1954-02-19,22.37,23.68,17.23,14.56
1954-02-20,17.34,16.90,15.38,15.91
1954-02-21,20.03,24.02,19.21,13.92
1954-02-22,23.94,28.88,20.89,11.87
1954-02-23,23.93,30.02,22.43,15.48
1954-02-24,23.36,28.76,19.00,10.25
1954-02-25,21.85,26.72,19.07,9.72
