date,day_t2m,day_utci,night_t2m,night_utci
1965-01-01,25.55,30.82,22.40,18.88
1965-01-02,25.69,31.46,23.19,20.21
1965-01-03,25.09,31.44,22.73,20.63
1965-01-04,25.96,31.88,23.63,19.67
1965-01-05,26.05,32.75,22.79,19.06
1965-01-06,26.44,30.92,23.43,17.09
1965-01-07,25.83,30.05,21.51,15.45
1965-01-08,26.10,32.12,23.87,21.00
1965-01-09,26.91,31.94,23.43,15.46
1965-01-10,27.48,30.23,24.01,18.72
1965-01-11,26.55,28.89,22.86,14.85
1965-01-12,24.83,26.97,21.28,13.71
1965-01-13,25.42,27.58,21.54,12.69
1965-01-14,27.23,29.78,22.41,12.53
1965-01-15,27.51,29.49,22.66,13.38
1965-01-16,26.60,29.27,22.47,16.09
1965-01-17,26.45,31.58,23.43,18.45
1965-01-18,26.87,31.79,22.75,16.13
1965-01-19,26.31,31.37,22.19,13.26
1965-01-20,26.29,29.72,21.78,13.40
1965-01-21,26.81,29.76,23.19,15.30
1965-01-22,26.62,29.47,22.32,13.33
1965-01-23,26.41,30.08,22.49,13.69
1965-01-24,26.45,31.46,21.81,14.64
1965-01-25,27.10,31.38,21.85,14.14
1965-01-26,26.63,31.82,22.28,14.58
1965-01-27,26.53,30.66,22.63,14.94
1965-01-28,26.56,27.27,22.53,12.98
1965-01-29,26.57,27.16,22.19,12.38
1965-01-30,26.48,28.20,21.98,13.85
1965-01-31,27.18,29.22,22.63,13.86
1965-02-01,28.15,30.20,22.98,14.08
1965-02-02,28.68,30.90,23.82,14.31
1965-02-03,28.81,32.94,23.55,15.13
1965-02-04,29.07,34.74,25.34,17.92
1965-02-05,29.57,35.55,25.81,20.76
1965-02-06,28.65,33.18,25.57,18.94
1965-02-07,28.45,31.42,24.44,15.51
1965-02-08,28.37,32.68,24.03,14.59
1965-02-09,28.66,33.21,23.57,15.75
1965-02-10,29.20,34.71,25.83,20.72
1965-02-11,28.84,31.42,24.70,18.49
1965-02-12,27.70,31.58,24.33,18.98
