date,day_t2m,day_utci,night_t2m,night_utci
1984-01-01,26.28,29.31,20.19,11.40
1984-01-02,25.32,29.09,18.91,11.76
1984-01-03,24.41,27.32,19.17,11.79
1984-01-04,26.19,29.84,20.68,12.56
1984-01-05,25.50,28.83,18.80,10.36
1984-01-06,24.63,28.26,16.18,7.64
1984-01-07,24.56,26.92,16.62,9.87
1984-01-08,24.27,28.54,19.73,14.02
1984-01-09,26.21,30.72,21.17,16.77
1984-01-10,26.93,34.39,21.93,18.74
1984-01-11,28.22,35.25,21.58,17.71
1984-01-12,28.32,33.50,24.83,15.54
1984-01-13,27.43,30.69,20.91,13.85
1984-01-14,25.81,31.64,19.44,12.22
1984-01-15,25.16,27.62,20.96,9.65
1984-01-16,25.18,28.47,17.07,8.28
1984-01-17,25.19,29.70,16.95,10.81
1984-01-18,26.41,31.57,22.34,16.98
1984-01-19,26.53,33.07,21.48,15.58
1984-01-20,26.24,31.83,20.52,14.10
1984-01-21,26.63,32.09,20.98,15.56
1984-01-22,25.39,30.67,19.82,12.03
1984-01-23,24.73,30.11,18.86,10.62
1984-01-24,25.05,29.86,18.27,8.44
1984-01-25,26.34,29.74,19.79,11.54
1984-01-26,26.51,30.13,19.51,12.26
1984-01-27,26.82,29.87,19.30,12.58
1984-01-28,26.48,29.28,19.60,12.75
1984-01-29,26.50,29.27,18.36,12.59
1984-01-30,28.59,32.62,20.96,15.58
1984-01-31,29.40,34.16,22.48,14.98
1984-02-01,28.16,32.92,22.08,14.16
1984-02-02,25.67,29.46,19.53,13.71
1984-02-03,25.58,29.57,18.58,11.58
1984-02-04,25.74,27.59,18.88,9.91
1984-02-05,26.79,28.52,18.81,10.50
1984-02-06,28.10,32.40,20.20,14.44
1984-02-07,28.15,29.41,23.28,11.42
1984-02-08,26.35,29.28,19.22,9.69
1984-02-09,28.86,33.96,24.53,16.98
1984-02-10,27.57,31.70,20.20,14.20
1984-02-11,28.56,31.83,22.50,11.13
1984-02-12,29.12,30.35,22.31,14.35
1984-02-13,27.05,28.39,23.18,12.28
1984-02-14,27.23,30.55,21.35,13.29
1984-02-15,29.63,34.91,22.40,16.14
1984-02-16,31.04,34.93,23.26,16.42
1984-02-17,29.22,33.26,24.39,15.85
1984-02-18,27.82,31.77,22.84,14.77
1984-02-19,27.08,28.15,21.68,12.65
1984-02-20,21.75,25.96,17.56,7.53
1984-02-21,22.70,26.11,15.99,6.81
1984-02-22,23.66,26.05,15.47,7.84
1984-02-23,25.12,27.17,17.76,8.60
1984-02-24,25.91,28.51,17.47,9.17
1984-02-25,27.17,28.94,19.19,12.30
1984-02-26,29.06,31.01,20.57,12.82
1984-02-27,30.77,33.19,22.11,14.95
1984-02-28,31.70,34.44,23.11,14.74
1984-02-29,32.44,34.61,24.69,15.21
1984-03-01,32.80,35.79,24.52,15.63
1984-03-02,34.19,37.74,25.47,17.12
1984-03-03,35.07,38.37,25.24,18.09
1984-03-04,34.68,37.20,28.01,19.69
1984-03-05,33.69,36.57,25.75,16.16
1984-03-06,34.20,37.69,24.90,17.46
1984-03-07,35.39,38.84,25.69,19.50
1984-03-08,36.30,38.95,28.25,21.00
1984-03-09,35.89,39.19,26.61,18.72
1984-03-10,35.28,38.22,27.20,17.67
1984-03-11,35.56,38.83,28.82,22.31
1984-03-12,35.90,39.84,29.43,23.15
1984-03-13,34.57,38.28,30.61,23.75
1984-03-14,34.60,39.37,31.17,25.72
1984-03-15,33.92,38.27,30.59,22.11
1984-03-16,33.60,38.45,29.18,24.94
1984-03-17,34.01,37.34,28.58,24.96
1984-03-18,33.83,37.16,28.28,21.99
1984-03-19,34.72,38.73,26.37,19.16
