date,day_t2m,day_utci,night_t2m,night_utci
1992-01-01,26.87,30.49,21.97,15.46
1992-01-02,28.50,31.35,22.60,17.72
1992-01-03,28.63,32.28,23.09,14.67
1992-01-04,30.65,32.99,22.84,15.53
1992-01-05,30.94,33.18,22.53,15.28
1992-01-06,29.36,31.34,23.77,15.46
1992-01-07,28.99,31.08,22.05,14.28
1992-01-08,29.30,31.38,21.83,15.86
1992-01-09,28.37,31.41,21.61,17.25
1992-01-10,26.39,30.81,21.26,16.20
1992-01-11,27.22,28.54,21.78,12.17
1992-01-12,30.36,32.88,23.20,18.65
1992-01-13,28.98,32.77,23.68,19.21
1992-01-14,30.09,34.94,23.21,20.00
1992-01-15,29.96,32.72,25.06,17.12
1992-01-16,29.71,32.56,24.00,17.86
1992-01-17,31.12,32.93,24.06,19.25
1992-01-18,32.48,35.49,23.55,18.57
1992-01-19,31.43,33.07,28.23,17.77
1992-01-20,31.02,32.55,24.60,17.47
1992-01-21,31.83,32.56,25.10,18.49
1992-01-22,30.96,31.88,24.28,16.20
1992-01-23,30.22,32.36,24.35,18.79
1992-01-24,32.54,34.72,25.06,20.68
1992-01-25,30.01,33.56,24.61,22.08
1992-01-26,31.68,33.86,24.94,20.20
1992-01-27,30.83,33.19,25.13,21.54
1992-01-28,31.07,34.72,24.68,21.38
1992-01-29,29.54,32.66,25.38,21.31
1992-01-30,28.27,32.10,24.79,21.15
1992-01-31,27.80,32.91,23.62,17.55
1992-02-01,28.00,30.85,24.22,17.27
1992-02-02,28.27,32.06,23.86,17.94
1992-02-03,28.91,32.13,25.09,18.30
1992-02-04,30.22,31.48,25.83,17.51
1992-02-05,30.58,32.25,25.54,17.92
1992-02-06,31.41,32.49,26.76,19.51
1992-02-07,28.97,32.10,23.73,21.53
1992-02-08,26.34,29.26,22.31,17.94
1992-02-09,27.31,29.27,23.35,15.05
1992-02-10,28.43,31.80,23.45,14.57
1992-02-11,30.37,32.85,25.02,17.21
1992-02-12,30.61,32.47,23.42,18.47
1992-02-13,28.79,30.66,23.49,18.60
1992-02-14,27.68,30.69,22.62,15.96
1992-02-15,28.51,28.64,22.28,14.24
1992-02-16,26.81,30.40,22.41,20.76
1992-02-17,25.33,27.70,23.85,15.16
1992-02-18,26.53,30.00,22.99,18.17
1992-02-19,24.66,29.33,22.18,18.94
1992-02-20,26.95,29.67,23.31,16.69
1992-02-21,27.90,31.51,23.08,16.96
1992-02-22,29.04,30.80,23.98,15.41
1992-02-23,29.88,31.82,25.05,15.38
1992-02-24,31.18,32.52,24.90,17.46
1992-02-25,33.24,35.00,24.84,17.52
1992-02-26,31.71,34.09,26.24,18.11
1992-02-27,31.56,32.12,23.32,18.24
1992-02-28,29.49,31.26,23.48,17.45
1992-02-29,30.03,31.00,24.70,17.76
1992-03-01,31.55,31.22,26.20,17.99
1992-03-02,32.61,32.32,25.99,18.75
1992-03-03,33.94,32.93,26.53,18.91
1992-03-04,33.86,33.62,26.98,19.74
1992-03-05,31.74,31.27,25.29,17.66
1992-03-06,31.31,32.16,25.52,19.08
1992-03-07,29.81,31.21,24.47,17.25
1992-03-08,31.00,31.63,23.89,17.84
1992-03-09,29.92,31.80,24.26,19.17
1992-03-10,30.64,31.67,24.40,18.58
1992-03-11,32.11,32.15,26.42,20.01
1992-03-12,34.17,35.56,28.45,21.95
1992-03-13,35.45,36.18,30.03,22.93
1992-03-14,34.90,34.68,29.01,21.86
1992-03-15,34.70,34.33,27.32,19.18
1992-03-16,33.24,32.80,26.98,20.23
1992-03-17,33.77,33.55,28.10,21.27
1992-03-18,32.71,33.18,27.90,22.12
1992-03-19,33.72,33.98,28.17,21.12
1992-03-20,34.02,34.25,29.24,21.62
1992-03-21,34.14,34.36,29.44,22.81
1992-03-22,35.48,35.56,29.54,24.41
1992-03-23,35.10,35.58,31.44,22.99
1992-03-24,36.09,36.89,30.18,24.85
1992-03-25,31.57,34.35,30.15,23.89
1992-03-26,34.79,33.12,32.59,23.45
1992-03-27,36.72,36.42,31.82,26.02
1992-03-28,32.96,35.73,30.75,24.29
1992-03-29,35.07,34.16,29.15,25.84
1992-03-30,32.32,33.17,29.32,24.02
1992-03-31,32.32,33.44,28.68,24.08
1992-04-01,32.60,33.40,29.00,25.82
1992-04-02,32.30,34.24,30.30,25.01
1992-04-03,32.39,33.13,25.94,25.77
1992-04-04,31.96,34.16,26.33,27.10
1992-04-05,30.56,33.04,27.18,25.15
1992-04-06,33.42,33.91,28.35,26.25
1992-04-07,33.67,36.04,28.65,27.63
1992-04-08,32.46,36.09,27.83,26.75
1992-04-09,32.34,35.51,27.85,27.90
1992-04-10,33.53,34.96,27.77,26.21
1992-04-11,31.96,33.04,28.25,26.21
1992-04-12,32.72,34.05,27.95,25.16
1992-04-13,35.18,35.47,29.40,26.98
1992-04-14,36.40,36.53,29.83,26.70
1992-04-15,36.31,36.51,30.41,27.99
1992-04-16,35.32,36.43,29.25,28.57
1992-04-17,34.18,34.90,28.17,28.88
1992-04-18,31.22,33.89,27.66,28.14
1992-04-19,31.89,35.03,27.92,26.78
1992-04-20,34.61,35.92,30.58,27.13
1992-04-21,33.48,33.82,28.83,28.54
1992-04-22,32.49,33.14,28.67,27.90
1992-04-23,31.51,34.95,27.58,27.54
1992-04-24,32.71,34.68,27.44,28.83
1992-04-25,32.72,34.39,29.51,28.15
1992-04-26,33.37,36.18,28.06,29.79
1992-04-27,33.79,36.17,28.23,27.65
1992-04-28,31.01,33.04,28.13,30.19
1992-04-29,33.83,36.87,29.42,31.43
1992-04-30,34.59,38.06,29.17,31.46
1992-05-01,33.58,36.88,29.12,29.36
1992-05-02,32.23,34.64,29.40,29.78
1992-05-03,31.14,33.24,28.57,29.13
1992-05-04,32.26,34.50,28.65,30.87
1992-05-05,33.29,36.39,29.36,31.85
1992-05-06,37.24,38.24,32.61,32.19
1992-05-07,36.55,38.96,31.90,30.16
1992-05-08,33.56,35.88,29.98,31.40
1992-05-09,33.96,36.58,29.67,30.37
1992-05-10,33.48,36.08,29.18,31.28
1992-05-11,33.40,37.43,30.10,31.03
1992-05-12,32.53,36.45,30.10,32.66
1992-05-13,35.40,38.00,31.35,33.23
1992-05-14,35.15,38.13,31.78,31.41
1992-05-15,33.17,36.18,30.03,30.34
1992-05-16,32.40,34.97,30.32,30.39
1992-05-17,32.83,34.89,28.98,28.80
1992-05-18,31.64,33.26,29.40,27.77
1992-05-19,32.43,32.86,30.00,28.08
1992-05-20,32.18,33.21,30.24,28.77
1992-05-21,32.50,34.83,29.44,29.68
1992-05-22,32.88,35.06,29.53,30.91
1992-05-23,32.95,34.64,30.25,28.53
1992-05-24,31.51,32.76,29.88,28.34
1992-05-25,32.33,32.70,30.14,28.30
1992-05-26,32.41,33.00,30.43,28.58
1992-05-27,32.62,32.99,30.10,31.99
1992-05-28,33.02,35.47,30.01,32.10
1992-05-29,34.24,37.39,30.08,32.42
1992-05-30,33.48,36.44,29.27,31.76
1992-05-31,33.99,36.41,30.57,31.96
1992-06-01,33.66,36.11,31.02,33.02
1992-06-02,33.24,36.31,30.66,32.21
1992-06-03,32.66,36.31,30.14,32.66
1992-06-04,34.24,38.34,31.06,30.20
1992-06-05,33.88,36.68,29.68,30.55
1992-06-06,32.39,35.18,29.69,29.77
1992-06-07,32.82,35.20,30.46,29.51
1992-06-08,33.41,34.97,30.08,30.93
1992-06-09,34.29,36.43,29.53,31.48
1992-06-10,34.13,36.48,30.50,32.23
1992-06-11,34.26,36.10,30.74,31.69
1992-06-12,34.29,37.19,30.41,30.75
1992-06-13,33.73,36.24,30.39,31.85
1992-06-14,34.36,36.26,29.80,33.03
1992-06-15,33.69,37.55,32.31,30.65
1992-06-16,32.87,36.83,28.92,30.37
1992-06-17,32.30,35.06,29.71,31.80
1992-06-18,32.56,36.61,32.24,31.20
1992-06-19,31.76,33.64,29.29,27.54
1992-06-20,27.91,27.56,28.23,25.43
1992-06-21,27.32,25.50,28.33,26.49
1992-06-22,29.78,29.44,26.77,25.07
1992-06-23,29.04,32.38,27.37,27.01
1992-06-24,29.88,31.28,28.57,28.02
1992-06-25,31.41,32.35,29.74,27.89
1992-06-26,30.15,31.39,28.38,26.49
1992-06-27,30.35,31.40,28.43,27.38
1992-06-28,30.50,32.00,28.63,28.58
1992-06-29,31.00,32.63,29.05,29.30
1992-06-30,31.40,32.56,29.38,28.79
1992-07-01,30.80,31.90,30.03,28.88
1992-07-02,31.63,32.76,29.52,28.45
1992-07-03,31.15,33.60,30.70,28.86
1992-07-04,32.29,33.11,29.56,28.99
1992-07-05,31.00,33.70,28.96,29.78
1992-07-06,31.31,33.47,28.74,28.90
1992-07-07,30.53,34.47,28.65,29.05
1992-07-08,30.23,32.51,29.26,28.80
1992-07-09,28.45,33.76,27.70,30.30
1992-07-10,30.28,33.75,28.45,28.21
