date,day_t2m,day_utci,night_t2m,night_utci
2007-01-01,27.71,32.50,24.34,23.58
2007-01-02,27.20,33.27,24.19,21.50
2007-01-03,27.65,34.52,24.38,20.91
2007-01-04,27.83,34.60,24.13,22.24
2007-01-05,27.22,33.18,24.39,22.61
2007-01-06,26.51,31.22,24.92,23.06
2007-01-07,27.35,30.49,25.81,21.88
2007-01-08,27.68,30.46,25.44,22.67
2007-01-09,27.64,30.10,25.49,23.23
2007-01-10,27.08,30.03,25.28,23.80
2007-01-11,26.84,31.09,24.25,22.70
2007-01-12,27.00,31.70,24.22,22.85
2007-01-13,26.10,30.95,24.02,22.15
2007-01-14,27.62,32.90,24.79,23.31
2007-01-15,27.20,33.22,25.05,23.04
2007-01-16,27.96,35.26,24.32,21.63
2007-01-17,27.31,34.74,23.68,23.68
2007-01-18,27.27,33.04,24.58,24.22
2007-01-19,27.82,32.99,24.89,24.45
2007-01-20,27.71,33.98,25.18,24.34
2007-01-21,27.79,34.11,23.84,20.63
2007-01-22,27.50,35.23,23.78,21.09
2007-01-23,27.99,34.91,25.28,24.62
2007-01-24,28.12,34.27,25.62,23.71
2007-01-25,27.16,30.79,25.36,23.04
2007-01-26,28.01,33.14,25.39,25.24
2007-01-27,28.15,33.17,26.02,26.08
2007-01-28,28.50,33.42,25.83,26.43
2007-01-29,28.17,33.65,25.50,26.54
2007-01-30,28.21,34.93,25.29,24.20
2007-01-31,27.61,33.75,24.44,21.40
2007-02-01,27.67,33.97,24.08,22.79
2007-02-02,28.05,33.66,24.59,23.81
2007-02-03,28.11,34.28,24.62,22.88
2007-02-04,28.11,35.42,24.96,22.91
2007-02-05,28.51,34.99,23.98,22.23
2007-02-06,28.54,35.83,24.88,23.78
2007-02-07,28.79,34.80,24.79,23.04
2007-02-08,28.50,34.66,24.93,23.90
2007-02-09,28.27,33.92,25.15,24.55
2007-02-10,28.50,33.08,25.88,26.64
2007-02-11,28.03,34.62,25.43,27.35
2007-02-12,28.64,35.72,26.38,26.85
2007-02-13,28.92,35.82,26.46,26.68
2007-02-14,30.01,37.32,26.81,27.31
2007-02-15,28.82,36.62,26.84,27.01
2007-02-16,29.02,36.44,26.66,28.67
2007-02-17,28.79,36.72,26.38,28.05
2007-02-18,28.51,35.42,25.97,27.99
2007-02-19,28.44,33.12,26.26,26.63
2007-02-20,28.32,31.88,25.74,26.14
2007-02-21,28.33,33.56,25.05,23.81
2007-02-22,28.44,33.93,25.10,24.41
2007-02-23,27.68,32.92,24.49,24.17
2007-02-24,28.23,33.25,25.40,25.09
2007-02-25,29.06,35.18,25.61,25.77
2007-02-26,29.23,36.97,25.91,26.46
2007-02-27,30.01,37.59,26.13,28.08
2007-02-28,29.18,35.94,25.31,27.48
2007-03-01,29.86,36.93,26.14,27.03
2007-03-02,30.51,37.72,27.41,28.65
2007-03-03,30.78,38.30,27.14,28.82
2007-03-04,29.55,37.09,26.76,29.04
2007-03-05,29.45,38.19,26.41,27.84
2007-03-06,29.65,36.51,26.50,27.14
2007-03-07,29.32,34.82,25.93,26.71
2007-03-08,29.70,36.26,26.49,26.66
2007-03-09,29.63,34.93,26.16,28.55
2007-03-10,29.27,35.70,26.35,28.71
2007-03-11,28.86,35.11,25.87,26.87
2007-03-12,28.78,35.50,25.32,26.20
2007-03-13,29.31,36.99,26.37,28.66
2007-03-14,30.04,37.44,26.64,28.39
2007-03-15,30.04,37.67,26.98,28.58
2007-03-16,30.90,38.72,27.55,29.41
2007-03-17,30.81,38.80,27.04,27.94
2007-03-18,30.67,37.86,26.95,27.05
2007-03-19,31.81,39.42,27.04,27.18
2007-03-20,31.97,38.51,27.36,26.26
2007-03-21,31.15,36.66,27.44,28.28
2007-03-22,31.67,38.64,27.57,29.54
2007-03-23,30.16,37.11,26.70,27.56
2007-03-24,30.88,39.02,26.93,27.25
2007-03-25,32.23,39.39,27.82,29.61
2007-03-26,31.41,38.53,27.74,29.84
2007-03-27,31.50,38.40,27.44,27.47
2007-03-28,30.91,38.03,27.44,28.39
2007-03-29,30.23,37.08,26.92,28.00
2007-03-30,29.96,36.96,26.22,29.03
2007-03-31,30.80,37.34,27.99,31.29
2007-04-01,31.86,40.10,28.49,29.51
2007-04-02,32.15,40.76,28.33,28.17
2007-04-03,31.71,38.74,27.51,28.53
2007-04-04,31.00,37.35,27.54,30.12
2007-04-05,30.96,38.14,27.69,31.86
2007-04-06,31.33,39.12,27.67,30.07
2007-04-07,31.40,40.11,28.63,31.68
2007-04-08,31.39,38.64,28.49,33.03
2007-04-09,31.80,38.60,28.33,31.71
2007-04-10,30.95,37.28,28.42,31.28
2007-04-11,31.62,38.98,28.64,32.38
2007-04-12,31.70,38.32,28.76,32.86
2007-04-13,31.67,38.96,29.33,32.89
2007-04-14,30.76,38.37,28.35,31.46
2007-04-15,31.11,38.68,28.12,33.08
2007-04-16,31.19,38.71,28.20,30.54
2007-04-17,31.65,39.40,28.48,32.17
2007-04-18,31.59,39.59,29.31,33.36
2007-04-19,30.63,38.24,28.32,31.65
2007-04-20,31.60,38.62,29.08,32.41
2007-04-21,31.93,39.60,28.74,29.65
2007-04-22,32.97,42.00,29.45,33.37
2007-04-23,34.25,44.06,29.47,32.74
2007-04-24,34.50,43.68,29.95,32.64
2007-04-25,33.33,40.87,29.35,32.77
2007-04-26,32.90,40.31,29.30,32.24
