date,day_t2m,day_utci,night_t2m,night_utci
2012-01-01,19.65,25.31,16.31,6.78
2012-01-02,20.48,28.33,15.50,7.15
2012-01-03,20.84,27.86,15.21,8.41
2012-01-04,23.02,26.93,17.08,11.92
2012-01-05,23.09,28.82,17.50,12.57
2012-01-06,22.99,28.81,17.55,8.72
2012-01-07,20.80,26.20,15.49,6.25
2012-01-08,18.25,25.71,13.72,2.52
2012-01-09,18.36,26.39,14.13,4.47
2012-01-10,18.54,26.12,13.56,3.14
2012-01-11,19.42,27.62,12.89,5.19
2012-01-12,21.09,27.27,13.31,3.68
2012-01-13,22.82,29.62,15.60,6.65
2012-01-14,25.33,29.01,16.50,8.05
2012-01-15,26.21,28.14,20.82,10.86
2012-01-16,22.14,24.51,17.85,8.52
2012-01-17,19.69,27.13,15.21,4.34
2012-01-18,18.48,28.12,12.04,5.17
2012-01-19,19.06,27.58,13.38,5.19
2012-01-20,18.77,28.06,13.89,5.07
2012-01-21,19.31,25.79,13.54,4.69
2012-01-22,19.70,27.58,15.51,6.43
2012-01-23,22.60,28.64,16.56,7.36
2012-01-24,22.34,26.73,18.13,9.27
2012-01-25,22.62,26.12,18.87,8.91
2012-01-26,21.48,28.73,16.56,9.35
2012-01-27,21.91,29.41,18.83,13.16
2012-01-28,20.16,27.20,15.63,9.11
2012-01-29,21.28,26.45,15.33,5.64
2012-01-30,21.68,29.18,13.87,4.87
2012-01-31,22.45,29.61,16.83,6.67
2012-02-01,22.50,28.84,15.73,7.08
2012-02-02,23.23,30.74,17.17,8.40
2012-02-03,25.41,29.78,18.56,10.18
2012-02-04,27.27,28.28,21.29,9.99
2012-02-05,22.78,27.30,17.85,7.98
2012-02-06,22.38,28.81,18.29,6.79
2012-02-07,19.26,27.46,16.01,9.63
2012-02-08,18.16,22.29,12.93,2.68
2012-02-09,18.96,27.51,14.55,2.98
2012-02-10,21.93,28.64,14.88,5.29
2012-02-11,24.70,28.78,18.70,8.78
2012-02-12,26.04,29.63,20.63,11.26
2012-02-13,24.90,26.25,19.07,10.64
2012-02-14,24.06,30.33,19.48,9.64
2012-02-15,21.98,29.01,18.43,7.53
2012-02-16,21.82,30.16,18.10,6.04
2012-02-17,22.49,29.86,17.49,8.21
2012-02-18,24.49,31.18,19.50,10.33
2012-02-19,27.48,32.73,20.99,12.45
2012-02-20,31.06,33.16,22.79,14.55
2012-02-21,32.13,31.79,25.09,16.48
2012-02-22,30.08,31.51,24.09,14.79
2012-02-23,27.67,31.63,22.82,12.84
2012-02-24,26.08,29.57,20.25,10.60
