date,day_t2m,day_utci,night_t2m,night_utci
1958-01-01,21.77,24.54,18.78,16.02
1958-01-02,22.05,24.80,19.27,17.82
1958-01-03,20.66,22.93,18.72,17.69
1958-01-04,21.65,24.45,19.01,15.36
1958-01-05,21.44,25.72,16.66,16.60
1958-01-06,20.63,23.79,16.74,16.55
1958-01-07,20.63,23.71,17.50,15.89
1958-01-08,20.93,23.28,16.58,14.57
1958-01-09,19.22,23.15,16.20,13.83
1958-01-10,18.40,20.01,15.20,13.68
1958-01-11,19.20,18.18,16.69,14.27
1958-01-12,19.83,23.56,16.60,14.93
1958-01-13,19.61,23.03,17.27,15.42
1958-01-14,20.44,22.29,17.93,13.28
1958-01-15,22.33,25.24,17.78,15.95
1958-01-16,21.89,24.03,16.85,14.76
1958-01-17,21.10,23.95,16.93,14.01
1958-01-18,19.62,22.30,15.62,14.91
1958-01-19,21.04,24.80,16.94,15.01
1958-01-20,21.90,25.48,16.29,15.32
1958-01-21,22.53,24.80,16.38,14.63
1958-01-22,21.43,23.16,16.94,15.01
1958-01-23,20.72,21.91,17.54,15.64
1958-01-24,18.79,20.25,17.21,15.60
1958-01-25,20.85,22.13,16.75,14.36
1958-01-26,21.00,23.62,17.46,13.09
1958-01-27,22.17,25.62,17.90,14.18
1958-01-28,22.47,25.86,16.20,13.02
1958-01-29,15.60,20.43,14.55,16.07
1958-01-30,18.29,22.13,15.37,15.23
1958-01-31,18.30,23.17,14.59,16.43
1958-02-01,19.88,23.49,17.70,14.78
1958-02-02,18.37,21.74,16.98,14.51
1958-02-03,18.53,21.30,16.49,14.03
1958-02-04,18.65,21.78,17.61,13.78
1958-02-05,20.75,23.88,18.11,14.65
1958-02-06,20.73,24.54,18.21,16.21
1958-02-07,19.22,21.96,18.21,13.05
1958-02-08,19.45,22.32,16.84,12.92
1958-02-09,18.34,20.31,18.27,13.45
1958-02-10,18.54,20.76,17.52,11.97
1958-02-11,18.51,22.27,16.35,14.54
1958-02-12,19.68,23.32,16.81,14.49
1958-02-13,21.66,24.59,16.98,16.19
1958-02-14,22.60,24.90,17.64,16.13
1958-02-15,22.06,24.66,17.06,14.45
1958-02-16,20.48,23.08,17.27,12.62
1958-02-17,20.77,22.95,16.84,15.07
1958-02-18,21.37,23.93,17.06,16.32
1958-02-19,22.60,24.95,17.53,16.08
1958-02-20,22.26,25.46,17.67,16.65
1958-02-21,22.95,26.04,18.61,18.22
1958-02-22,21.89,23.56,19.67,17.41
1958-02-23,23.24,25.29,19.29,18.21
1958-02-24,24.35,26.21,20.44,19.14
1958-02-25,23.85,25.98,20.16,18.08
1958-02-26,23.69,26.42,21.54,18.89
1958-02-27,24.75,26.61,20.74,17.25
1958-02-28,25.44,27.94,20.83,21.40
1958-03-01,25.67,26.96,21.66,19.58
1958-03-02,26.12,26.87,20.50,19.50
1958-03-03,27.48,27.43,20.29,16.61
1958-03-04,26.01,27.65,21.58,21.57
1958-03-05,26.54,27.64,24.03,20.18
1958-03-06,26.62,26.89,21.92,21.58
1958-03-07,27.61,27.96,21.82,22.51
1958-03-08,28.77,28.55,23.71,21.33
1958-03-09,29.32,28.73,24.31,22.17
1958-03-10,29.29,28.85,23.98,22.76
1958-03-11,29.22,29.29,24.60,22.89
1958-03-12,29.62,28.96,23.79,23.30
1958-03-13,29.66,28.82,23.62,23.58
1958-03-14,29.83,29.29,23.58,23.39
1958-03-15,29.68,28.86,22.65,22.50
1958-03-16,28.24,27.91,22.68,23.67
1958-03-17,30.60,30.12,23.73,24.09
1958-03-18,31.02,29.79,24.14,23.72
1958-03-19,31.13,30.86,24.94,24.67
1958-03-20,31.85,30.83,25.65,25.03
1958-03-21,31.42,31.15,24.79,24.83
1958-03-22,31.63,30.32,25.47,24.79
1958-03-23,32.07,30.49,24.61,24.88
1958-03-24,32.11,30.71,25.68,25.98
1958-03-25,32.60,30.81,26.43,25.54
1958-03-26,32.73,31.75,26.38,26.67
1958-03-27,33.15,31.74,25.48,24.62
1958-03-28,33.03,32.55,26.49,23.68
1958-03-29,32.57,33.34,25.85,24.34
1958-03-30,27.88,30.83,21.01,25.08
1958-03-31,27.82,28.70,24.34,25.35
1958-04-01,24.10,27.99,24.00,25.49
1958-04-02,27.30,29.60,26.13,27.19
1958-04-03,29.15,31.44,24.74,27.10
1958-04-04,31.24,30.78,27.28,27.24
1958-04-05,31.11,30.81,28.03,27.60
1958-04-06,31.34,31.78,27.46,28.85
1958-04-07,31.11,32.27,26.04,27.13
1958-04-08,29.25,30.52,24.33,27.18
1958-04-09,29.66,31.53,26.14,26.14
1958-04-10,28.33,31.03,24.49,28.02
1958-04-11,28.79,30.99,25.27,27.10
1958-04-12,28.60,31.61,25.09,28.75
1958-04-13,30.87,32.27,27.45,29.71
1958-04-14,30.29,33.64,27.61,29.82
1958-04-15,33.21,33.99,28.35,29.91
1958-04-16,33.62,33.94,27.48,29.18
1958-04-17,30.55,32.17,26.09,27.74
1958-04-18,27.88,29.34,23.53,25.87
1958-04-19,28.27,31.92,22.60,26.38
