date,day_t2m,day_utci,night_t2m,night_utci
1999-01-01,24.77,28.65,18.74,19.52
1999-01-02,25.41,29.15,20.69,15.98
1999-01-03,24.92,26.67,15.70,17.68
1999-01-04,24.42,29.24,14.75,17.62
1999-01-05,24.76,30.57,16.20,17.04
1999-01-06,24.11,29.41,18.19,19.21
1999-01-07,24.57,30.49,16.82,18.90
1999-01-08,23.99,26.68,16.48,19.16
1999-01-09,23.45,29.78,16.96,16.33
1999-01-10,21.08,25.43,15.68,14.70
1999-01-11,21.72,28.70,15.71,13.22
1999-01-12,23.24,24.50,14.94,15.43
1999-01-13,24.51,26.86,17.12,19.34
1999-01-14,25.16,29.25,18.44,16.21
1999-01-15,25.21,28.06,18.19,18.09
1999-01-16,25.48,28.94,19.24,18.77
1999-01-17,25.05,29.68,19.46,18.63
1999-01-18,25.08,29.83,18.94,19.18
1999-01-19,25.04,30.28,18.14,18.60
1999-01-20,25.56,29.05,19.77,19.73
1999-01-21,26.10,31.09,19.42,20.83
1999-01-22,26.17,31.16,20.08,19.91
1999-01-23,26.13,31.34,20.02,21.12
1999-01-24,26.67,31.41,18.33,20.91
1999-01-25,25.93,31.19,20.94,21.40
1999-01-26,25.05,30.55,18.91,20.46
1999-01-27,25.28,31.51,21.03,22.58
1999-01-28,27.23,31.63,21.01,21.74
1999-01-29,26.81,31.62,20.11,22.53
1999-01-30,25.88,30.89,19.26,19.23
1999-01-31,25.32,29.81,20.98,18.50
1999-02-01,26.53,30.48,17.82,20.29
1999-02-02,28.12,31.06,19.46,20.75
1999-02-03,27.85,32.98,21.41,21.75
1999-02-04,28.98,33.14,22.36,23.63
1999-02-05,26.69,32.55,19.62,23.34
1999-02-06,27.13,32.62,21.13,23.82
1999-02-07,28.69,33.19,22.82,21.73
1999-02-08,30.03,33.20,22.47,23.81
1999-02-09,30.17,34.93,24.67,21.16
1999-02-10,29.09,34.65,25.48,24.29
1999-02-11,31.12,35.31,27.29,24.95
1999-02-12,31.62,36.00,24.68,25.69
