date,day_t2m,day_utci,night_t2m,night_utci
2006-01-01,23.21,26.71,18.60,15.30
2006-01-02,23.34,26.97,19.11,14.48
2006-01-03,23.62,28.16,22.18,16.84
2006-01-04,24.99,29.02,21.62,17.39
2006-01-05,22.46,27.44,19.82,18.20
2006-01-06,22.77,25.89,19.09,17.37
2006-01-07,24.15,28.28,20.44,18.05
2006-01-08,22.26,28.14,19.16,17.61
2006-01-09,23.00,27.25,20.55,18.58
2006-01-10,23.29,25.74,19.66,16.97
2006-01-11,23.02,26.47,19.81,17.68
2006-01-12,23.68,27.83,21.81,17.98
2006-01-13,25.91,28.13,21.34,17.91
2006-01-14,21.57,25.42,19.50,18.30
2006-01-15,23.41,28.33,20.12,18.67
2006-01-16,23.27,28.42,19.84,19.17
2006-01-17,25.56,28.41,22.27,16.30
2006-01-18,26.29,27.38,23.74,14.51
2006-01-19,24.49,26.19,22.70,13.24
2006-01-20,24.95,26.26,22.72,13.99
2006-01-21,25.52,26.61,24.87,14.29
2006-01-22,25.65,27.14,22.98,14.03
2006-01-23,26.87,28.12,23.18,15.28
2006-01-24,26.60,28.73,24.54,15.91
2006-01-25,24.56,27.39,21.04,14.42
2006-01-26,24.18,25.95,20.00,14.94
2006-01-27,23.35,26.65,20.31,16.70
2006-01-28,23.20,27.01,19.94,14.95
2006-01-29,24.23,27.45,22.73,13.03
2006-01-30,23.72,26.88,20.58,13.14
2006-01-31,24.44,27.56,21.19,13.79
2006-02-01,24.39,27.50,20.94,14.94
2006-02-02,24.34,27.16,19.20,14.10
2006-02-03,24.07,28.25,20.28,16.89
2006-02-04,23.96,26.92,19.55,17.21
2006-02-05,25.04,27.18,21.45,15.73
2006-02-06,24.94,26.45,21.95,12.82
2006-02-07,24.27,26.59,25.12,12.80
2006-02-08,24.34,28.01,21.41,14.07
2006-02-09,25.27,29.14,23.86,15.44
2006-02-10,25.82,27.96,22.78,15.26
2006-02-11,24.92,26.97,22.95,15.44
2006-02-12,24.60,27.94,21.31,14.36
2006-02-13,25.03,28.56,24.11,15.34
2006-02-14,27.03,29.39,25.18,15.81
2006-02-15,27.38,30.52,24.80,17.44
2006-02-16,28.14,30.31,24.62,18.41
2006-02-17,28.27,29.87,26.03,17.11
2006-02-18,27.56,29.16,24.22,16.13
2006-02-19,27.74,28.51,24.42,16.08
2006-02-20,28.35,28.84,26.08,15.66
2006-02-21,27.78,28.55,25.04,15.05
2006-02-22,27.30,27.86,25.11,14.22
2006-02-23,27.96,28.84,26.41,15.59
2006-02-24,27.74,29.38,23.61,17.96
2006-02-25,28.45,31.34,24.49,19.48
2006-02-26,27.85,30.96,23.89,20.28
2006-02-27,29.19,31.76,25.45,19.92
2006-02-28,29.41,31.43,26.70,20.92
2006-03-01,29.03,31.53,24.81,21.27
2006-03-02,29.08,31.36,24.84,22.08
2006-03-03,28.23,32.42,20.90,20.01
2006-03-04,26.61,30.79,19.71,19.96
2006-03-05,26.94,30.79,22.34,19.96
2006-03-06,26.09,30.48,21.65,20.44
2006-03-07,27.19,30.00,22.16,20.09
2006-03-08,29.11,31.02,23.26,20.65
2006-03-09,26.08,30.54,20.41,20.87
2006-03-10,27.47,30.59,22.86,20.56
2006-03-11,25.30,29.73,21.55,19.63
2006-03-12,27.08,29.94,23.18,19.59
2006-03-13,26.44,30.09,21.24,21.31
2006-03-14,25.46,29.94,22.10,20.21
2006-03-15,26.54,29.56,22.09,21.01
2006-03-16,26.28,29.98,21.95,22.29
2006-03-17,25.44,28.42,22.91,20.03
2006-03-18,26.91,28.60,23.55,20.34
2006-03-19,27.29,28.07,22.27,20.58
2006-03-20,28.17,27.73,26.60,21.10
2006-03-21,28.77,28.97,25.38,21.84
2006-03-22,29.59,29.46,25.90,22.18
2006-03-23,30.27,29.20,25.45,22.11
2006-03-24,31.13,30.34,26.25,22.94
2006-03-25,29.85,30.07,27.87,21.96
2006-03-26,30.20,30.28,27.93,22.16
2006-03-27,30.93,30.64,26.41,23.38
2006-03-28,31.19,29.82,24.51,21.87
2006-03-29,30.53,30.49,26.39,22.01
2006-03-30,27.95,31.31,21.29,21.86
2006-03-31,27.89,28.89,23.88,23.35
2006-04-01,30.37,29.19,26.49,22.82
2006-04-02,30.49,30.01,25.41,22.81
2006-04-03,30.26,30.40,26.88,23.55
2006-04-04,29.58,30.66,26.45,23.81
2006-04-05,31.47,30.84,26.48,23.39
2006-04-06,30.39,31.48,25.80,24.40
2006-04-07,31.79,31.76,28.34,24.51
2006-04-08,31.27,31.56,27.93,25.64
2006-04-09,31.20,31.40,26.00,24.42
2006-04-10,30.75,30.40,25.01,23.79
2006-04-11,30.29,31.83,26.04,22.45
2006-04-12,29.56,31.69,24.67,23.19
2006-04-13,30.07,31.73,24.68,24.97
2006-04-14,30.80,31.18,23.10,21.86
2006-04-15,28.08,31.62,21.50,22.54
2006-04-16,27.79,31.82,21.60,22.81
2006-04-17,25.91,32.10,22.22,20.35
2006-04-18,26.34,32.59,21.95,23.62
2006-04-19,27.32,31.75,22.15,23.21
2006-04-20,28.31,30.50,21.79,23.15
2006-04-21,27.61,29.61,24.78,21.72
2006-04-22,29.58,30.81,26.98,24.05
2006-04-23,29.92,30.65,27.50,24.41
2006-04-24,30.14,30.66,26.20,22.45
2006-04-25,30.45,31.62,25.29,23.33
2006-04-26,29.33,32.41,23.87,23.42
2006-04-27,29.83,32.97,23.60,22.60
2006-04-28,29.57,32.88,24.01,22.96
2006-04-29,29.42,32.09,23.05,22.68
