date,day_t2m,day_utci,night_t2m,night_utci
1957-01-01,23.32,26.75,17.83,19.87
1957-01-02,22.93,29.24,18.51,16.75
1957-01-03,21.65,28.46,18.29,16.69
1957-01-04,22.82,26.19,17.19,17.51
1957-01-05,21.72,26.84,18.39,18.26
1957-01-06,23.20,28.70,16.88,18.85
1957-01-07,22.87,28.73,17.75,18.28
1957-01-08,24.13,29.88,18.03,12.77
1957-01-09,18.99,18.53,14.41,6.90
1957-01-10,14.78,12.74,13.87,9.47
1957-01-11,19.37,22.46,16.82,16.24
1957-01-12,19.22,25.97,16.46,17.45
1957-01-13,19.24,26.09,16.65,17.82
1957-01-14,19.24,27.25,18.20,18.80
1957-01-15,19.69,26.92,16.76,14.98
1957-01-16,20.66,24.29,16.07,18.75
1957-01-17,22.06,27.24,17.09,15.94
1957-01-18,23.50,29.93,19.97,16.12
1957-01-19,22.06,29.53,18.95,18.11
1957-01-20,21.11,28.50,18.73,19.41
1957-01-21,21.69,28.16,20.44,17.74
1957-01-22,22.78,28.14,17.98,17.26
1957-01-23,23.46,28.29,17.43,18.50
1957-01-24,23.70,30.21,17.06,18.39
1957-01-25,22.91,29.92,21.03,18.75
1957-01-26,22.56,29.80,21.12,19.13
1957-01-27,22.17,28.96,19.48,17.52
1957-01-28,22.04,28.89,19.55,17.85
1957-01-29,23.18,29.82,18.98,16.36
1957-01-30,23.38,29.34,19.09,18.35
1957-01-31,21.63,27.97,18.15,17.10
1957-02-01,21.03,21.32,17.21,18.00
1957-02-02,21.61,27.99,18.41,15.06
1957-02-03,19.28,21.98,17.77,17.71
1957-02-04,18.66,23.77,15.25,12.30
1957-02-05,19.55,21.30,15.74,15.57
1957-02-06,22.03,26.50,18.71,20.65
1957-02-07,22.37,29.17,19.32,19.69
1957-02-08,23.61,28.57,19.91,17.32
1957-02-09,24.39,29.38,20.40,17.09
1957-02-10,24.40,30.70,19.53,19.11
1957-02-11,22.93,26.11,19.42,17.16
1957-02-12,23.65,25.64,17.07,19.29
1957-02-13,23.23,29.30,20.52,19.21
1957-02-14,23.33,28.60,18.98,16.57
1957-02-15,22.98,28.35,18.07,18.00
1957-02-16,23.62,28.28,17.75,18.37
1957-02-17,23.84,29.60,18.53,18.57
1957-02-18,23.22,28.74,18.57,19.65
1957-02-19,24.24,30.87,20.19,20.18
1957-02-20,26.80,31.60,19.60,16.50
1957-02-21,25.96,31.76,21.93,17.53
1957-02-22,27.23,31.90,21.51,17.90
1957-02-23,27.65,31.92,21.39,18.96
1957-02-24,29.05,31.48,23.07,21.98
1957-02-25,28.65,30.23,26.17,19.73
1957-02-26,29.50,32.59,22.37,17.65
1957-02-27,26.49,31.20,22.06,24.03
1957-02-28,25.23,28.21,21.03,19.46
1957-03-01,26.13,31.10,21.18,21.60
1957-03-02,29.35,32.53,21.55,19.11
1957-03-03,28.68,33.94,23.45,21.23
1957-03-04,29.52,33.68,21.82,23.33
1957-03-05,30.02,33.02,24.53,19.27
1957-03-06,23.26,28.65,21.56,26.58
1957-03-07,27.41,30.81,22.92,24.01
1957-03-08,27.58,32.43,22.70,24.96
1957-03-09,27.99,32.08,24.23,22.97
1957-03-10,29.78,33.53,23.39,23.09
1957-03-11,28.11,33.70,24.13,27.19
1957-03-12,30.90,34.28,23.27,22.14
1957-03-13,29.23,33.37,24.47,21.34
1957-03-14,29.83,32.90,24.63,23.79
1957-03-15,30.36,34.47,22.81,23.52
1957-03-16,31.73,35.39,28.58,26.20
1957-03-17,33.37,36.58,25.12,26.06
1957-03-18,34.95,37.32,26.60,26.42
1957-03-19,35.59,37.01,27.06,25.82
1957-03-20,36.26,39.33,28.34,27.36
1957-03-21,36.07,39.86,30.01,29.27
1957-03-22,37.18,39.55,32.85,30.15
1957-03-23,37.42,37.92,30.13,28.45
1957-03-24,36.91,38.36,29.86,27.48
1957-03-25,36.87,38.51,27.69,27.37
1957-03-26,35.84,38.50,28.77,27.86
1957-03-27,33.47,37.97,29.30,27.15
1957-03-28,35.44,37.77,30.92,26.32
1957-03-29,35.99,37.97,28.69,25.75
1957-03-30,32.86,36.89,28.72,26.23
1957-03-31,32.87,36.34,25.51,26.05
1957-04-01,33.17,34.97,26.93,23.86
1957-04-02,32.89,35.96,27.45,28.34
1957-04-03,34.20,37.60,28.67,29.67
1957-04-04,35.17,38.47,28.57,29.74
1957-04-05,37.21,39.92,28.62,31.03
1957-04-06,38.08,40.31,31.86,29.94
1957-04-07,36.88,40.13,25.23,31.84
1957-04-08,37.03,36.98,29.02,29.09
1957-04-09,38.29,39.63,32.32,29.85
1957-04-10,38.22,39.73,29.23,29.47
1957-04-11,38.57,40.19,31.17,29.97
1957-04-12,39.32,41.61,31.31,31.09
1957-04-13,39.68,41.67,30.87,32.37
1957-04-14,39.64,41.77,34.01,31.56
1957-04-15,39.41,42.67,30.09,28.62
1957-04-16,35.67,39.51,29.86,28.62
1957-04-17,35.12,40.32,27.63,30.59
1957-04-18,38.56,42.19,29.01,29.96
1957-04-19,38.11,41.72,31.73,33.40
1957-04-20,40.50,43.91,32.26,33.49
1957-04-21,40.52,42.96,35.74,33.71
1957-04-22,39.31,41.47,31.60,32.06
1957-04-23,37.49,39.95,32.88,28.44
1957-04-24,35.80,40.10,27.84,26.07
1957-04-25,33.80,34.51,26.02,25.23
1957-04-26,33.67,37.41,28.33,28.45
1957-04-27,34.18,39.53,29.24,31.47
1957-04-28,36.24,40.97,30.30,32.27
1957-04-29,36.04,39.29,29.01,29.90
1957-04-30,36.75,39.22,29.36,29.85
1957-05-01,37.10,39.97,31.04,31.57
1957-05-02,36.27,40.73,25.01,25.20
1957-05-03,26.43,27.42,23.57,25.69
1957-05-04,24.12,27.67,22.71,26.68
1957-05-05,25.54,30.95,23.39,23.27
1957-05-06,27.14,31.36,26.48,33.59
1957-05-07,33.29,36.64,30.87,30.49
1957-05-08,34.47,34.93,28.55,31.77
1957-05-09,32.63,36.99,24.83,26.28
1957-05-10,28.26,31.00,26.11,22.20
1957-05-11,28.19,30.90,24.74,26.08
1957-05-12,28.39,33.65,26.66,30.41
1957-05-13,32.16,37.64,28.09,30.35
1957-05-14,32.63,38.63,30.23,35.75
1957-05-15,36.32,37.98,27.77,32.45
